ocid,id,tender/id,tender/documents/0/id,tender/documents/0/documentType,tender/documents/0/description,tender/documents/0/datePublished,tender/documents/0/format,tender/documents/0/url,tender/documents/0/title
ocds-lcuori-7G3Myr-lp-022-1238-hsp-2014-2,ocds-lcuori-7G3Myr-lp-022-1238-hsp-2014-2/3,7G3Myr-lp-022-1238-hsp-2014-2,51760,tenderNotice,Aviso de Prensa,2014-09-19T13:28:04.420000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic96lp-022-1238-hsp-2014100-AvisodePrensa.docx,Aviso de Prensa
ocds-lcuori-7G3Myr-lp-022-1238-hsp-2014-2,ocds-lcuori-7G3Myr-lp-022-1238-hsp-2014-2/3,7G3Myr-lp-022-1238-hsp-2014-2,51761,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-09-19T13:32:24.640000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic96lp-022-1238-hsp-2014601-ActadeRecepcionyAperturadeOfertas.docx,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-7G3oBG-LP-009-2014-2,ocds-lcuori-7G3oBG-LP-009-2014-2/3,7G3oBG-LP-009-2014-2,51747,tenderNotice,Aviso de Prensa,2014-09-19T10:06:35.550000-06:00,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,http://h1.honducompras.gob.hn/Docs/Lic608LP-009-2014100-AvisodePrensa.xls,Aviso de Prensa
ocds-lcuori-7G3oBG-LP-009-2014-2,ocds-lcuori-7G3oBG-LP-009-2014-2/3,7G3oBG-LP-009-2014-2,52159,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-10-01T10:57:56.523000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic608LP-009-2014601-ActadeRecepcionyAperturadeOfertas.pdf,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-7G3Myr-LP-023-1239-HSP-2014-2,ocds-lcuori-7G3Myr-LP-023-1239-HSP-2014-2/3,7G3Myr-LP-023-1239-HSP-2014-2,51763,tenderNotice,Aviso de Prensa,2014-09-19T13:37:45.077000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic96LP-023-1239-HSP-2014100-AvisodePrensa.docx,Aviso de Prensa
ocds-lcuori-7G3Myr-LP-023-1239-HSP-2014-2,ocds-lcuori-7G3Myr-LP-023-1239-HSP-2014-2/3,7G3Myr-LP-023-1239-HSP-2014-2,51764,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-09-19T13:43:13.613000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic96LP-023-1239-HSP-2014601-ActadeRecepcionyAperturadeOfertas.docx,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 191-2014-2,ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 191-2014-2/3,4LOxWG-LICITACION PRIVADA No. 191-2014-2,55537,biddingDocuments,Pliego o Terminos de Referencia,2014-12-26T11:34:23.190000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic83LICITACION%20PRIVADA%20No.%20191-2014201-PliegooTerminosdeReferencia.pdf,Pliego o Terminos de Referencia
ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 191-2014-2,ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 191-2014-2/3,4LOxWG-LICITACION PRIVADA No. 191-2014-2,55615,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-12-29T15:56:42.983000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic83LICITACION%20PRIVADA%20No.%20191-2014601-ActadeRecepcionyAperturadeOfertas.pdf,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-ZGqW9r-LPN-007-IPM-2014-2,ocds-lcuori-ZGqW9r-LPN-007-IPM-2014-2/4,ZGqW9r-LPN-007-IPM-2014-2,51793,tenderNotice,Aviso de Prensa,2014-09-22T10:40:53.450000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic662LPN-007-IPM-2014101-AvisodePrensa.jpg,Aviso de Prensa
ocds-lcuori-ZGqW9r-LPN-007-IPM-2014-2,ocds-lcuori-ZGqW9r-LPN-007-IPM-2014-2/4,ZGqW9r-LPN-007-IPM-2014-2,51792,biddingDocuments,Pliego o Terminos de Referencia,2014-09-22T10:40:09.493000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic662LPN-007-IPM-2014200-PliegooTerminosdeReferencia.docx,Pliego o Terminos de Referencia
ocds-lcuori-ZGqW9r-LPN-007-IPM-2014-2,ocds-lcuori-ZGqW9r-LPN-007-IPM-2014-2/4,ZGqW9r-LPN-007-IPM-2014-2,53517,clarifications,Aclaratoria,2014-11-05T13:15:17.803000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic662LPN-007-IPM-2014502-Aclaratoria.pdf,Aclaratoria
ocds-lcuori-ZGqW9r-LPN-007-IPM-2014-2,ocds-lcuori-ZGqW9r-LPN-007-IPM-2014-2/4,ZGqW9r-LPN-007-IPM-2014-2,53518,clarifications,Aclaratoria,2014-11-05T13:30:07.490000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic662LPN-007-IPM-2014503-Aclaratoria.pdf,Aclaratoria
ocds-lcuori-ZGqW9r-LPN-007-IPM-2014-2,ocds-lcuori-ZGqW9r-LPN-007-IPM-2014-2/4,ZGqW9r-LPN-007-IPM-2014-2,54016,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-11-13T15:39:30.003000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic662LPN-007-IPM-2014604-ActadeRecepcionyAperturadeOfertas.pdf,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-ZGqW9r-LPN-007-IPM-2014-2,ocds-lcuori-ZGqW9r-LPN-007-IPM-2014-2/4,ZGqW9r-LPN-007-IPM-2014-2,54019,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-11-13T15:40:38.150000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic662LPN-007-IPM-2014604-ActadeRecepcionyAperturadeOfertas.pdf,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-WRzbRe-CPR-012-DGC-UATSV-2014-2,ocds-lcuori-WRzbRe-CPR-012-DGC-UATSV-2014-2/3,WRzbRe-CPR-012-DGC-UATSV-2014-2,51794,tenderNotice,Aviso de Prensa,2014-09-22T10:42:26.317000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic10CPR-012-DGC-UATSV-2014100-AvisodePrensa.pdf,Aviso de Prensa
ocds-lcuori-WRzbRe-CPR-012-DGC-UATSV-2014-2,ocds-lcuori-WRzbRe-CPR-012-DGC-UATSV-2014-2/3,WRzbRe-CPR-012-DGC-UATSV-2014-2,51795,biddingDocuments,Pliego o Terminos de Referencia,2014-09-22T10:43:54.247000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic10CPR-012-DGC-UATSV-2014201-PliegooTerminosdeReferencia.pdf,Pliego o Terminos de Referencia
ocds-lcuori-7rBxpG-LPública No.22-2014-2,ocds-lcuori-7rBxpG-LPública No.22-2014-2/3,7rBxpG-LPública No.22-2014-2,51863,tenderNotice,Aviso de Prensa,2014-09-24T10:24:26.403000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic123LP%C3%BAblica%20No.22-2014101-AvisodePrensa.pdf,Aviso de Prensa
ocds-lcuori-7rBxpG-LPública No.22-2014-2,ocds-lcuori-7rBxpG-LPública No.22-2014-2/3,7rBxpG-LPública No.22-2014-2,51816,biddingDocuments,Pliego o Terminos de Referencia,2014-09-23T09:21:39.210000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic123LP%C3%BAblica%20No.22-2014201-PliegooTerminosdeReferencia.pdf,Pliego o Terminos de Referencia
ocds-lcuori-7rBxpG-LPública No.22-2014-2,ocds-lcuori-7rBxpG-LPública No.22-2014-2/3,7rBxpG-LPública No.22-2014-2,55888,clarifications,Aclaratoria,2015-01-20T14:22:12.507000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic123LP%C3%BAblica%20No.22-2014502-Aclaratoria.pdf,Aclaratoria
ocds-lcuori-7rBxpG-LPública No.22-2014-2,ocds-lcuori-7rBxpG-LPública No.22-2014-2/3,7rBxpG-LPública No.22-2014-2,55889,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2015-01-20T14:31:27.560000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic123LP%C3%BAblica%20No.22-2014603-ActadeRecepcionyAperturadeOfertas.pdf,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-wrV3LP-COT-FHIS-24-2014-2,ocds-lcuori-wrV3LP-COT-FHIS-24-2014-2/3,wrV3LP-COT-FHIS-24-2014-2,52599,tenderNotice,Aviso de Prensa,2014-10-10T10:42:40.897000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic11COT-FHIS-24-2014101-AvisodePrensa.pdf,Aviso de Prensa
ocds-lcuori-wrV3LP-COT-FHIS-24-2014-2,ocds-lcuori-wrV3LP-COT-FHIS-24-2014-2/3,wrV3LP-COT-FHIS-24-2014-2,51852,biddingDocuments,Pliego o Terminos de Referencia,2014-09-24T09:26:11.390000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic11COT-FHIS-24-2014200-PliegooTerminosdeReferencia.doc,Pliego o Terminos de Referencia
ocds-lcuori-wrV3LP-COT-FHIS-24-2014-2,ocds-lcuori-wrV3LP-COT-FHIS-24-2014-2/3,wrV3LP-COT-FHIS-24-2014-2,53031,cancellationDetails,Declaratoria de Proceso Desierto,2014-10-20T11:03:22.613000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic11COT-FHIS-24-20141102-DeclaratoriadeProcesoDesierto.pdf,Declaratoria de Proceso Desierto
ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 197-2014-2,ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 197-2014-2/3,4LOxWG-LICITACION PRIVADA No. 197-2014-2,51858,biddingDocuments,Pliego o Terminos de Referencia,2014-09-24T10:07:29.530000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic83LICITACION%20PRIVADA%20No.%20197-2014200-PliegooTerminosdeReferencia.pdf,Pliego o Terminos de Referencia
ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 197-2014-2,ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 197-2014-2/3,4LOxWG-LICITACION PRIVADA No. 197-2014-2,52694,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-10-14T07:33:30.397000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic83LICITACION%20PRIVADA%20No.%20197-2014601-ActadeRecepcionyAperturadeOfertas.pdf,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 201-2014-2,ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 201-2014-2/3,4LOxWG-LICITACION PRIVADA No. 201-2014-2,51862,biddingDocuments,Pliego o Terminos de Referencia,2014-09-24T10:10:32.440000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic83LICITACION%20PRIVADA%20No.%20201-2014200-PliegooTerminosdeReferencia.pdf,Pliego o Terminos de Referencia
ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 201-2014-2,ocds-lcuori-4LOxWG-LICITACION PRIVADA No. 201-2014-2/3,4LOxWG-LICITACION PRIVADA No. 201-2014-2,52700,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-10-14T07:38:49.290000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic83LICITACION%20PRIVADA%20No.%20201-2014601-ActadeRecepcionyAperturadeOfertas.pdf,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-1Ra2Pr-CP-CRA-001-2014-2,ocds-lcuori-1Ra2Pr-CP-CRA-001-2014-2/3,1Ra2Pr-CP-CRA-001-2014-2,52074,biddingDocuments,Pliego o Terminos de Referencia,2014-09-29T21:23:49.380000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic747CP-CRA-001-2014200-PliegooTerminosdeReferencia.docx,Pliego o Terminos de Referencia
ocds-lcuori-1Ra2Pr-CP-CRA-001-2014-2,ocds-lcuori-1Ra2Pr-CP-CRA-001-2014-2/3,1Ra2Pr-CP-CRA-001-2014-2,54028,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-11-13T16:57:35.220000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic747CP-CRA-001-2014602-ActadeRecepcionyAperturadeOfertas.pdf,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-1Ra2Pr-CP-CRA-001-2014-2,ocds-lcuori-1Ra2Pr-CP-CRA-001-2014-2/3,1Ra2Pr-CP-CRA-001-2014-2,52075,x_solicitationDocumentAnnexe,Anexos al Pliego ,2014-09-29T21:26:12.973000-06:00,application/zip,http://h1.honducompras.gob.hn/Docs/Lic747CP-CRA-001-20141401-AnexosalPliego.zip,Anexos al Pliego 
ocds-lcuori-MLQmwL-00005-2014-2,ocds-lcuori-MLQmwL-00005-2014-2/3,MLQmwL-00005-2014-2,51905,tenderNotice,Aviso de Prensa,2014-09-24T18:41:59.027000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic74900005-2014100-AvisodePrensa.pdf,Aviso de Prensa
ocds-lcuori-MLQmwL-00005-2014-2,ocds-lcuori-MLQmwL-00005-2014-2/3,MLQmwL-00005-2014-2,51906,biddingDocuments,Pliego o Terminos de Referencia,2014-09-24T18:44:34.383000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic74900005-2014201-PliegooTerminosdeReferencia.pdf,Pliego o Terminos de Referencia
ocds-lcuori-WRzw3r-C-SDHJGD-006-2014-2,ocds-lcuori-WRzw3r-C-SDHJGD-006-2014-2/3,WRzw3r-C-SDHJGD-006-2014-2,51920,tenderNotice,Aviso de Prensa,2014-09-25T14:07:03.880000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic754C-SDHJGD-006-2014100-AvisodePrensa.pdf,Aviso de Prensa
ocds-lcuori-WRzw3r-C-SDHJGD-006-2014-2,ocds-lcuori-WRzw3r-C-SDHJGD-006-2014-2/3,WRzw3r-C-SDHJGD-006-2014-2,51921,tenderNotice,Aviso de Prensa,2014-09-25T14:07:09.173000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic754C-SDHJGD-006-2014101-AvisodePrensa.pdf,Aviso de Prensa
ocds-lcuori-WRzw3r-C-SDHJGD-006-2014-2,ocds-lcuori-WRzw3r-C-SDHJGD-006-2014-2/3,WRzw3r-C-SDHJGD-006-2014-2,51922,tenderNotice,Aviso de Prensa,2014-09-25T14:07:14.267000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic754C-SDHJGD-006-2014102-AvisodePrensa.pdf,Aviso de Prensa
ocds-lcuori-WRzw3r-C-SDHJGD-006-2014-2,ocds-lcuori-WRzw3r-C-SDHJGD-006-2014-2/3,WRzw3r-C-SDHJGD-006-2014-2,51923,biddingDocuments,Pliego o Terminos de Referencia,2014-09-25T14:07:31.993000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic754C-SDHJGD-006-2014203-PliegooTerminosdeReferencia.pdf,Pliego o Terminos de Referencia
ocds-lcuori-WRzw3r-C-SDHJGD-006-2014-2,ocds-lcuori-WRzw3r-C-SDHJGD-006-2014-2/3,WRzw3r-C-SDHJGD-006-2014-2,51924,biddingDocuments,Pliego o Terminos de Referencia,2014-09-25T14:07:41.367000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic754C-SDHJGD-006-2014204-PliegooTerminosdeReferencia.pdf,Pliego o Terminos de Referencia
ocds-lcuori-mrY1dr-LPN-SEDS-005-2014-2,ocds-lcuori-mrY1dr-LPN-SEDS-005-2014-2/3,mrY1dr-LPN-SEDS-005-2014-2,51983,tenderNotice,Aviso de Prensa,2014-09-26T15:54:52.550000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic160LPN-SEDS-005-2014100-AvisodePrensa.pdf,Aviso de Prensa
ocds-lcuori-mrY1dr-LPN-SEDS-005-2014-2,ocds-lcuori-mrY1dr-LPN-SEDS-005-2014-2/3,mrY1dr-LPN-SEDS-005-2014-2,52093,biddingDocuments,Pliego o Terminos de Referencia,2014-09-30T11:15:58.667000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic160LPN-SEDS-005-2014201-PliegooTerminosdeReferencia.pdf,Pliego o Terminos de Referencia
ocds-lcuori-mrY1dr-LPN-SEDS-005-2014-2,ocds-lcuori-mrY1dr-LPN-SEDS-005-2014-2/3,mrY1dr-LPN-SEDS-005-2014-2,54237,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-11-18T14:58:20.717000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic160LPN-SEDS-005-2014602-ActadeRecepcionyAperturadeOfertas.pdf,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-wrVn3r-LP-38-HSI-2014-2,ocds-lcuori-wrVn3r-LP-38-HSI-2014-2/3,wrVn3r-LP-38-HSI-2014-2,51998,tenderNotice,Aviso de Prensa,2014-09-26T20:51:14.173000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic99LP-38-HSI-2014100-AvisodePrensa.docx,Aviso de Prensa
ocds-lcuori-wrVn3r-LP-38-HSI-2014-2,ocds-lcuori-wrVn3r-LP-38-HSI-2014-2/3,wrVn3r-LP-38-HSI-2014-2,51999,biddingDocuments,Pliego o Terminos de Referencia,2014-09-26T20:51:23.397000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic99LP-38-HSI-2014201-PliegooTerminosdeReferencia.doc,Pliego o Terminos de Referencia
ocds-lcuori-wrVn3r-LP-38-HSI-2014-2,ocds-lcuori-wrVn3r-LP-38-HSI-2014-2/3,wrVn3r-LP-38-HSI-2014-2,52504,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-10-09T06:23:05.597000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic99LP-38-HSI-2014602-ActadeRecepcionyAperturadeOfertas.docx,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-1RaEMR-Licitacion Privada 0025-2014-2,ocds-lcuori-1RaEMR-Licitacion Privada 0025-2014-2/3,1RaEMR-Licitacion Privada 0025-2014-2,52014,tenderNotice,Aviso de Prensa,2014-09-29T09:23:16.213000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic103Licitacion%20Privada%200025-2014100-AvisodePrensa.jpg,Aviso de Prensa
ocds-lcuori-1RaEMR-Licitacion Privada 0025-2014-2,ocds-lcuori-1RaEMR-Licitacion Privada 0025-2014-2/3,1RaEMR-Licitacion Privada 0025-2014-2,52015,biddingDocuments,Pliego o Terminos de Referencia,2014-09-29T09:23:28.380000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic103Licitacion%20Privada%200025-2014201-PliegooTerminosdeReferencia.jpg,Pliego o Terminos de Referencia
ocds-lcuori-1RaEMR-Licitacion Privada 0025-2014-2,ocds-lcuori-1RaEMR-Licitacion Privada 0025-2014-2/3,1RaEMR-Licitacion Privada 0025-2014-2,52204,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-10-01T16:53:25.420000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic103Licitacion%20Privada%200025-2014602-ActadeRecepcionyAperturadeOfertas.jpg,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-kG1ger-CONC 01-2014-2,ocds-lcuori-kG1ger-CONC 01-2014-2/3,kG1ger-CONC 01-2014-2,52067,tenderNotice,Aviso de Prensa,2014-09-29T16:49:00.350000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic170CONC%2001-2014100-AvisodePrensa.docx,Aviso de Prensa
ocds-lcuori-kG1ger-CONC 01-2014-2,ocds-lcuori-kG1ger-CONC 01-2014-2/3,kG1ger-CONC 01-2014-2,52068,biddingDocuments,Pliego o Terminos de Referencia,2014-09-29T16:49:22.697000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic170CONC%2001-2014201-PliegooTerminosdeReferencia.docx,Pliego o Terminos de Referencia
ocds-lcuori-kG1ger-CONC 01-2014-2,ocds-lcuori-kG1ger-CONC 01-2014-2/3,kG1ger-CONC 01-2014-2,52380,clarifications,Aclaratoria,2014-10-06T15:56:49.093000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic170CONC%2001-2014502-Aclaratoria.jpg,Aclaratoria
ocds-lcuori-kG1ger-CONC 01-2014-2,ocds-lcuori-kG1ger-CONC 01-2014-2/3,kG1ger-CONC 01-2014-2,52381,clarifications,Aclaratoria,2014-10-06T15:57:53.760000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic170CONC%2001-2014503-Aclaratoria.jpg,Aclaratoria
ocds-lcuori-kG1ger-conc 02-2014-2,ocds-lcuori-kG1ger-conc 02-2014-2/3,kG1ger-conc 02-2014-2,52069,tenderNotice,Aviso de Prensa,2014-09-29T16:56:30.370000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic170conc%2002-2014100-AvisodePrensa.docx,Aviso de Prensa
ocds-lcuori-kG1ger-conc 02-2014-2,ocds-lcuori-kG1ger-conc 02-2014-2/3,kG1ger-conc 02-2014-2,52072,biddingDocuments,Pliego o Terminos de Referencia,2014-09-29T16:56:45.697000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic170conc%2002-2014201-PliegooTerminosdeReferencia.docx,Pliego o Terminos de Referencia
ocds-lcuori-8L4j7R-PCOM-O-01-2014-2,ocds-lcuori-8L4j7R-PCOM-O-01-2014-2/3,8L4j7R-PCOM-O-01-2014-2,52080,tenderNotice,Aviso de Prensa,2014-09-30T09:15:08.830000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic706PCOM-O-01-2014100-AvisodePrensa.pdf,Aviso de Prensa
ocds-lcuori-8L4j7R-PCOM-O-01-2014-2,ocds-lcuori-8L4j7R-PCOM-O-01-2014-2/3,8L4j7R-PCOM-O-01-2014-2,52081,biddingDocuments,Pliego o Terminos de Referencia,2014-09-30T09:15:31.180000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic706PCOM-O-01-2014201-PliegooTerminosdeReferencia.pdf,Pliego o Terminos de Referencia
ocds-lcuori-8L4j7R-PCOM-O-01-2014-2,ocds-lcuori-8L4j7R-PCOM-O-01-2014-2/3,8L4j7R-PCOM-O-01-2014-2,52111,biddingDocuments,Pliego o Terminos de Referencia,2014-09-30T12:09:19.957000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic706PCOM-O-01-2014207-PliegooTerminosdeReferencia.pdf,Pliego o Terminos de Referencia
ocds-lcuori-8L4j7R-PCOM-O-01-2014-2,ocds-lcuori-8L4j7R-PCOM-O-01-2014-2/3,8L4j7R-PCOM-O-01-2014-2,52112,biddingDocuments,Pliego o Terminos de Referencia,2014-09-30T12:10:24.200000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic706PCOM-O-01-2014207-PliegooTerminosdeReferencia.pdf,Pliego o Terminos de Referencia
ocds-lcuori-8L4j7R-PCOM-O-01-2014-2,ocds-lcuori-8L4j7R-PCOM-O-01-2014-2/3,8L4j7R-PCOM-O-01-2014-2,52113,biddingDocuments,Pliego o Terminos de Referencia,2014-09-30T12:11:23.530000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic706PCOM-O-01-2014207-PliegooTerminosdeReferencia.pdf,Pliego o Terminos de Referencia
ocds-lcuori-8L4j7R-PCOM-O-01-2014-2,ocds-lcuori-8L4j7R-PCOM-O-01-2014-2/3,8L4j7R-PCOM-O-01-2014-2,52114,biddingDocuments,Pliego o Terminos de Referencia,2014-09-30T12:12:01.550000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic706PCOM-O-01-2014207-PliegooTerminosdeReferencia.pdf,Pliego o Terminos de Referencia
ocds-lcuori-8L4j7R-PCOM-O-01-2014-2,ocds-lcuori-8L4j7R-PCOM-O-01-2014-2/3,8L4j7R-PCOM-O-01-2014-2,54791,x_amendment,Enmienda o Adendum,2014-12-03T10:20:06.297000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic706PCOM-O-01-2014407-EnmiendaoAdendum.pdf,Enmienda o Adendum
ocds-lcuori-8L4j7R-PCOM-O-01-2014-2,ocds-lcuori-8L4j7R-PCOM-O-01-2014-2/3,8L4j7R-PCOM-O-01-2014-2,54792,x_amendment,Enmienda o Adendum,2014-12-03T10:26:16.760000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic706PCOM-O-01-2014407-EnmiendaoAdendum.pdf,Enmienda o Adendum
ocds-lcuori-8L4j7R-PCOM-O-01-2014-2,ocds-lcuori-8L4j7R-PCOM-O-01-2014-2/3,8L4j7R-PCOM-O-01-2014-2,52096,x_solicitationDocumentAnnexe,Anexos al Pliego ,2014-09-30T11:29:26.557000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic706PCOM-O-01-20141402-AnexosalPliego.pdf,Anexos al Pliego 
ocds-lcuori-8L4j7R-PCOM-O-01-2014-2,ocds-lcuori-8L4j7R-PCOM-O-01-2014-2/3,8L4j7R-PCOM-O-01-2014-2,52097,x_solicitationDocumentAnnexe,Anexos al Pliego ,2014-09-30T11:29:49.927000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic706PCOM-O-01-20141403-AnexosalPliego.pdf,Anexos al Pliego 
ocds-lcuori-8L4j7R-PCOM-O-01-2014-2,ocds-lcuori-8L4j7R-PCOM-O-01-2014-2/3,8L4j7R-PCOM-O-01-2014-2,52098,x_solicitationDocumentAnnexe,Anexos al Pliego ,2014-09-30T11:30:13.580000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic706PCOM-O-01-20141404-AnexosalPliego.pdf,Anexos al Pliego 
ocds-lcuori-8L4j7R-PCOM-O-01-2014-2,ocds-lcuori-8L4j7R-PCOM-O-01-2014-2/3,8L4j7R-PCOM-O-01-2014-2,52099,x_solicitationDocumentAnnexe,Anexos al Pliego ,2014-09-30T11:30:35.030000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic706PCOM-O-01-20141405-AnexosalPliego.pdf,Anexos al Pliego 
ocds-lcuori-8L4j7R-PCOM-O-01-2014-2,ocds-lcuori-8L4j7R-PCOM-O-01-2014-2/3,8L4j7R-PCOM-O-01-2014-2,52100,x_solicitationDocumentAnnexe,Anexos al Pliego ,2014-09-30T11:30:55.500000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic706PCOM-O-01-20141406-AnexosalPliego.pdf,Anexos al Pliego 
