ocid,id,publisher/name,tag,tender/id,tender/localProcurementCategory,tender/procurementMethod,tender/procurementMethodDetails,language,initiationType,date,buyer/id,buyer/name
ocds-lcuori-233342,ocds-lcuori-233342/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233342,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T11:18:14-06:00,lzlBXK-PKJ7rO-5y2ZyN,DIRECCION HOSPITAL ANIBAL MURILLO ESCOBAR
ocds-lcuori-233353,ocds-lcuori-233353/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233353,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T11:23:39-06:00,lzlBXK-PKJ7rO-5y2ZyN,DIRECCION HOSPITAL ANIBAL MURILLO ESCOBAR
ocds-lcuori-233364,ocds-lcuori-233364/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233364,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T11:28:06-06:00,lzlBXK-byP1K8-7zv0MK,Hospital de Occidente
ocds-lcuori-233375,ocds-lcuori-233375/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233375,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T11:33:30-06:00,lzlBXK-6Kdoye-OzGAKn,DIRECCION HOSPITAL DEL SUR
ocds-lcuori-233386,ocds-lcuori-233386/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233386,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T11:50:14-06:00,7rEaPr-byP1K8-byP1K8,DIRECCION COORDINACION Y ADMINISTRACION
ocds-lcuori-233397,ocds-lcuori-233397/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233397,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T11:53:13-06:00,lzlBXK-lzlXz1-JyjxrP,DIRECCION HOSPITAL SAN ISIDRO
ocds-lcuori-233398,ocds-lcuori-233398/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233398,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T11:53:16-06:00,lzlBXK-lzlXz1-JyjxrP,DIRECCION HOSPITAL SAN ISIDRO
ocds-lcuori-234145,ocds-lcuori-234145/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234145,goodsOrServices,open,Convenio Marco,es,tender,2020-03-17T11:07:28-06:00,lzlBXK-OzGAKn-5zp8zA,DIRECCION HOSPITAL MANUEL DE JESUS SUBIRANA
ocds-lcuori-233408,ocds-lcuori-233408/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233408,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T12:02:17-06:00,lzlBXK-lzlXz1-JyjxrP,DIRECCION HOSPITAL SAN ISIDRO
ocds-lcuori-234156,ocds-lcuori-234156/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234156,goodsOrServices,open,Convenio Marco,es,tender,2020-03-17T11:55:44-06:00,nz04Yz-byP1K8-7zv2zR,TRANSPARENCIA Y MODERNIZACION DEL ESTADO
ocds-lcuori-233419,ocds-lcuori-233419/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233419,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T12:06:02-06:00,lzlBXK-6y6kKW-7rqErZ,DIRECCION DEPARTAMENTAL DE CHOLUTECA
ocds-lcuori-233420,ocds-lcuori-233420/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233420,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T12:06:43-06:00,lzlBXK-byP1K8-7zv0MK,Hospital de Occidente
ocds-lcuori-233430,ocds-lcuori-233430/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233430,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T12:08:04-06:00,7rEaPr-byP1K8-byP1K8,DIRECCION COORDINACION Y ADMINISTRACION
ocds-lcuori-233441,ocds-lcuori-233441/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233441,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T12:09:22-06:00,lzlBXK-byP1K8-7zv0MK,Hospital de Occidente
ocds-lcuori-233442,ocds-lcuori-233442/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233442,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T12:11:40-06:00,lzlBXK-byP1K8-7zv0MK,Hospital de Occidente
ocds-lcuori-233443,ocds-lcuori-233443/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233443,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T12:12:53-06:00,lzlBXK-6y6kKW-7rqErZ,DIRECCION DEPARTAMENTAL DE CHOLUTECA
ocds-lcuori-233452,ocds-lcuori-233452/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233452,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T12:16:20-06:00,lzlBXK-byP1K8-7zv0MK,Hospital de Occidente
ocds-lcuori-233463,ocds-lcuori-233463/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233463,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T12:18:44-06:00,lzlBXK-byP1K8-7zv0MK,Hospital de Occidente
ocds-lcuori-233474,ocds-lcuori-233474/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233474,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T12:25:41-06:00,lzlBXK-VyOdKM-lzWOzp,DIRECCION HOSPITAL SAN FRANCISCO
ocds-lcuori-233485,ocds-lcuori-233485/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233485,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T12:33:20-06:00,lzlBXK-by4Gzd-RyYNKL,DIRECCION HOSPITAL GABRIELA ALVARADO
ocds-lcuori-233486,ocds-lcuori-233486/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233486,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T12:34:02-06:00,lzlBXK-VyOdKM-lzWOzp,DIRECCION HOSPITAL SAN FRANCISCO
ocds-lcuori-233496,ocds-lcuori-233496/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233496,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T12:35:17-06:00,lzlBXK-JyjxrP-VyOdKM,DIRECCION HOSPITAL DE TELA
ocds-lcuori-233497,ocds-lcuori-233497/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233497,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T12:35:25-06:00,lzlBXK-6y6kKW-7rqErZ,DIRECCION DEPARTAMENTAL DE CHOLUTECA
ocds-lcuori-233507,ocds-lcuori-233507/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233507,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T12:48:29-06:00,lzlBXK-6y6kKW-7rqErZ,DIRECCION DEPARTAMENTAL DE CHOLUTECA
ocds-lcuori-233518,ocds-lcuori-233518/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233518,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T13:02:45-06:00,lzlBXK-VyOdKM-lzWOzp,DIRECCION HOSPITAL SAN FRANCISCO
ocds-lcuori-233529,ocds-lcuori-233529/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233529,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T13:10:43-06:00,lzlBXK-JyjxrP-VyOdKM,DIRECCION HOSPITAL DE TELA
ocds-lcuori-233530,ocds-lcuori-233530/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233530,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T13:11:17-06:00,lzlBXK-PKJ7rO-5y2ZyN,DIRECCION HOSPITAL ANIBAL MURILLO ESCOBAR
ocds-lcuori-233540,ocds-lcuori-233540/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233540,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T13:14:57-06:00,lzlBXK-PKJ7rO-5y2ZyN,DIRECCION HOSPITAL ANIBAL MURILLO ESCOBAR
ocds-lcuori-233551,ocds-lcuori-233551/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233551,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T13:19:51-06:00,lzlBXK-VyOdKM-lzWOzp,DIRECCION HOSPITAL SAN FRANCISCO
ocds-lcuori-233562,ocds-lcuori-233562/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233562,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T13:32:14-06:00,lzlBXK-NrAEr4-prbvrM,DIRECCION HOSPITAL JUAN MANUEL GALVEZ
ocds-lcuori-233573,ocds-lcuori-233573/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233573,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T13:35:44-06:00,lzlBXK-VyOdKM-lzWOzp,DIRECCION HOSPITAL SAN FRANCISCO
ocds-lcuori-233584,ocds-lcuori-233584/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233584,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T13:48:57-06:00,BzX2jK-byP1K8-byP1K8,DIRECCION NACIONAL
ocds-lcuori-233585,ocds-lcuori-233585/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233585,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T13:49:55-06:00,lzlBXK-OzGAKn-5zp8zA,DIRECCION HOSPITAL MANUEL DE JESUS SUBIRANA
ocds-lcuori-233595,ocds-lcuori-233595/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233595,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T13:52:06-06:00,BzX2jK-byP1K8-byP1K8,DIRECCION NACIONAL
ocds-lcuori-233596,ocds-lcuori-233596/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233596,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T13:53:00-06:00,lzlBXK-byP1K8-7zv0MK,Hospital de Occidente
ocds-lcuori-233606,ocds-lcuori-233606/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233606,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T13:54:01-06:00,lzlBXK-byP1K8-7zv0MK,Hospital de Occidente
ocds-lcuori-233617,ocds-lcuori-233617/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233617,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T13:55:33-06:00,lzlBXK-OzGAKn-5zp8zA,DIRECCION HOSPITAL MANUEL DE JESUS SUBIRANA
ocds-lcuori-233618,ocds-lcuori-233618/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233618,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T13:55:46-06:00,lzlBXK-byP1K8-7zv0MK,Hospital de Occidente
ocds-lcuori-233628,ocds-lcuori-233628/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233628,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T13:57:27-06:00,lzlBXK-byP1K8-7zv0MK,Hospital de Occidente
ocds-lcuori-233639,ocds-lcuori-233639/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233639,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T14:00:03-06:00,lzlBXK-VyOdKM-lzWOzp,DIRECCION HOSPITAL SAN FRANCISCO
ocds-lcuori-233640,ocds-lcuori-233640/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,233640,goodsOrServices,open,Convenio Marco,es,tender,2020-03-16T14:00:17-06:00,lzlBXK-OzGAKn-5zp8zA,DIRECCION HOSPITAL MANUEL DE JESUS SUBIRANA
ocds-lcuori-214005,ocds-lcuori-214005/3-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,214005,goodsOrServices,open,Convenio Marco,es,tender,2020-01-24T17:58:51-06:00,byPeXK-byP1K8-RyYNKL,SECRETARIA DE ADMINISTRACION Y FINANZAS
ocds-lcuori-214682,ocds-lcuori-214682/3-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,214682,goodsOrServices,open,Convenio Marco,es,tender,2020-02-05T15:40:43-06:00,7rEaPr-byP1K8-byP1K8,DIRECCION COORDINACION Y ADMINISTRACION
ocds-lcuori-215021,ocds-lcuori-215021/3-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,215021,goodsOrServices,open,Convenio Marco,es,tender,2020-02-07T10:14:24-06:00,BzXX7z-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-215811,ocds-lcuori-215811/3-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,215811,goodsOrServices,open,Convenio Marco,es,tender,2020-02-11T10:39:40-06:00,wrL8Jr-byP1K8-NzBWyw,DIVISION ADMINISTRATIVA
ocds-lcuori-215821,ocds-lcuori-215821/3-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,215821,goodsOrServices,open,Convenio Marco,es,tender,2020-02-11T10:51:51-06:00,wrL8Jr-byP1K8-NzBWyw,DIVISION ADMINISTRATIVA
ocds-lcuori-215858,ocds-lcuori-215858/3-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,215858,goodsOrServices,open,Convenio Marco,es,tender,2020-02-11T11:56:44-06:00,wrL8Jr-byP1K8-NzBWyw,DIVISION ADMINISTRATIVA
ocds-lcuori-215864,ocds-lcuori-215864/3-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,215864,goodsOrServices,open,Convenio Marco,es,tender,2020-02-11T12:09:25-06:00,wrL8Jr-byP1K8-NzBWyw,DIVISION ADMINISTRATIVA
ocds-lcuori-216083,ocds-lcuori-216083/3-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,216083,goodsOrServices,open,Convenio Marco,es,tender,2020-02-11T14:51:45-06:00,wrL8Jr-byP1K8-NzBWyw,DIVISION ADMINISTRATIVA
ocds-lcuori-216732,ocds-lcuori-216732/3-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,216732,goodsOrServices,open,Convenio Marco,es,tender,2020-02-12T11:22:14-06:00,wrL8Jr-byP1K8-NzBWyw,DIVISION ADMINISTRATIVA
ocds-lcuori-216820,ocds-lcuori-216820/3-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,216820,goodsOrServices,open,Convenio Marco,es,tender,2020-02-12T11:50:16-06:00,wrL8Jr-byP1K8-NzBWyw,DIVISION ADMINISTRATIVA
ocds-lcuori-220494,ocds-lcuori-220494/3-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,220494,goodsOrServices,open,Convenio Marco,es,tender,2020-02-20T17:48:26-06:00,NzBo0y-byP1K8-by4Gzd,SUBGERENCIA AREA ADMINISTRATIVA
ocds-lcuori-224714,ocds-lcuori-224714/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,224714,goodsOrServices,open,Convenio Marco,es,tender,2020-03-04T11:24:27-06:00,ZK59Kp-byP1K8-byP1K8,CONVIVIENDA
ocds-lcuori-227528,ocds-lcuori-227528/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227528,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T13:33:29-06:00,K3X17r-byP1K8-byP1K8,Unidad de Adquisiciones
ocds-lcuori-228051,ocds-lcuori-228051/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,228051,goodsOrServices,open,Convenio Marco,es,tender,2020-03-10T08:13:37-06:00,byPeXK-byP1K8-aygwBy,AUDITORIA INTERNA
ocds-lcuori-228052,ocds-lcuori-228052/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,228052,goodsOrServices,open,Convenio Marco,es,tender,2020-03-10T08:14:40-06:00,Dzn3Py-byP1K8-NzBWyw,SECRETARIA GENERAL
ocds-lcuori-228062,ocds-lcuori-228062/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,228062,goodsOrServices,open,Convenio Marco,es,tender,2020-03-10T08:19:34-06:00,NzBngz-byP1K8-by4Gzd,DIVISION ADMINISTRATIVA
ocds-lcuori-228073,ocds-lcuori-228073/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,228073,goodsOrServices,open,Convenio Marco,es,tender,2020-03-10T08:22:40-06:00,Dzn3Py-byP1K8-NzBWyw,SECRETARIA GENERAL
ocds-lcuori-228084,ocds-lcuori-228084/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,228084,goodsOrServices,open,Convenio Marco,es,tender,2020-03-10T08:25:03-06:00,NzBngz-byP1K8-by4Gzd,DIVISION ADMINISTRATIVA
ocds-lcuori-228095,ocds-lcuori-228095/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,228095,goodsOrServices,open,Convenio Marco,es,tender,2020-03-10T08:30:12-06:00,NzBngz-byP1K8-by4Gzd,DIVISION ADMINISTRATIVA
ocds-lcuori-228106,ocds-lcuori-228106/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,228106,goodsOrServices,open,Convenio Marco,es,tender,2020-03-10T08:33:36-06:00,NzBngz-byP1K8-by4Gzd,DIVISION ADMINISTRATIVA
ocds-lcuori-228117,ocds-lcuori-228117/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,228117,goodsOrServices,open,Convenio Marco,es,tender,2020-03-10T08:40:58-06:00,Dzn3Py-byP1K8-NzBWyw,SECRETARIA GENERAL
ocds-lcuori-228128,ocds-lcuori-228128/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,228128,goodsOrServices,open,Convenio Marco,es,tender,2020-03-10T08:54:54-06:00,byPeXK-byP1K8-aygwBy,AUDITORIA INTERNA
ocds-lcuori-228139,ocds-lcuori-228139/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,228139,goodsOrServices,open,Convenio Marco,es,tender,2020-03-10T08:57:18-06:00,lzlBXK-NrAEr4-prbvrM,DIRECCION HOSPITAL JUAN MANUEL GALVEZ
ocds-lcuori-228150,ocds-lcuori-228150/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,228150,goodsOrServices,open,Convenio Marco,es,tender,2020-03-10T09:00:15-06:00,byPeXK-byP1K8-aygwBy,AUDITORIA INTERNA
ocds-lcuori-228161,ocds-lcuori-228161/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,228161,goodsOrServices,open,Convenio Marco,es,tender,2020-03-10T09:02:54-06:00,Dzn3Py-byP1K8-NzBWyw,SECRETARIA GENERAL
ocds-lcuori-228172,ocds-lcuori-228172/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,228172,goodsOrServices,open,Convenio Marco,es,tender,2020-03-10T09:07:46-06:00,6Kdoye-byP1K8-byQqyG,Compras y Suministros
ocds-lcuori-228183,ocds-lcuori-228183/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,228183,goodsOrServices,open,Convenio Marco,es,tender,2020-03-10T09:16:05-06:00,rbwkMz-byP1K8-byP1K8,Unidad Central
ocds-lcuori-228194,ocds-lcuori-228194/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,228194,goodsOrServices,open,Convenio Marco,es,tender,2020-03-10T09:19:30-06:00,byPeXK-byP1K8-aygwBy,AUDITORIA INTERNA
ocds-lcuori-228205,ocds-lcuori-228205/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,228205,goodsOrServices,open,Convenio Marco,es,tender,2020-03-10T09:27:23-06:00,NzBo0y-byP1K8-byQqyG,Sucursal La Ceiba
ocds-lcuori-228206,ocds-lcuori-228206/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,228206,goodsOrServices,open,Convenio Marco,es,tender,2020-03-10T09:27:43-06:00,NzBo0y-byP1K8-byQqyG,Sucursal La Ceiba
ocds-lcuori-228216,ocds-lcuori-228216/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,228216,goodsOrServices,open,Convenio Marco,es,tender,2020-03-10T09:29:07-06:00,gywern-byP1K8-6Kdoye,GERENCIA ADMINISTRATIVA
ocds-lcuori-228227,ocds-lcuori-228227/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,228227,goodsOrServices,open,Convenio Marco,es,tender,2020-03-10T09:34:18-06:00,lzWWvz-byP1K8-RyYNKL,ADMON Y PRESTO; PLANIF AUDITORIA LEGAL REL.PUB DIFUSION
ocds-lcuori-228238,ocds-lcuori-228238/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,228238,goodsOrServices,open,Convenio Marco,es,tender,2020-03-10T09:35:46-06:00,xzkmQK-byP1K8-byP1K8,ENTE REGULADOR DE LOS SERVICIOS DE AGUA POTABLE Y SANEAM.
ocds-lcuori-228249,ocds-lcuori-228249/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,228249,goodsOrServices,open,Convenio Marco,es,tender,2020-03-10T09:38:50-06:00,6Kdoye-byP1K8-byP1K8,CORTE SUPREMA DE JUSTICIA
ocds-lcuori-228260,ocds-lcuori-228260/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,228260,goodsOrServices,open,Convenio Marco,es,tender,2020-03-10T09:46:11-06:00,lzlBXK-wrLByx-NzBWyw,DIRECCION INSTITUTO NACIONAL DEL TORAX
ocds-lcuori-228261,ocds-lcuori-228261/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,228261,goodsOrServices,open,Convenio Marco,es,tender,2020-03-10T09:47:03-06:00,lzlBXK-wrLByx-NzBWyw,DIRECCION INSTITUTO NACIONAL DEL TORAX
ocds-lcuori-228271,ocds-lcuori-228271/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,228271,goodsOrServices,open,Convenio Marco,es,tender,2020-03-10T09:49:41-06:00,Dzn3Py-byP1K8-NzBWyw,SECRETARIA GENERAL
ocds-lcuori-228282,ocds-lcuori-228282/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,228282,goodsOrServices,open,Convenio Marco,es,tender,2020-03-10T09:52:20-06:00,byPeXK-byP1K8-aygwBy,AUDITORIA INTERNA
