ocid,id,contracts/0/id,contracts/0/awardID,contracts/0/buyer/id,contracts/0/buyer/name,contracts/0/title,contracts/0/localProcurementCategory,contracts/0/description,contracts/0/dateSigned,contracts/0/value/amount,contracts/0/value/currency
ocds-lcuori-oLjYzr-CM-017-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-017-MSFYC-2020-1/3,oLjYzr-343,oLjYzr-CM-017-MSFYC-2020-1,oLjYzr-NrdZlG,Alcaldía Municipal de San Francisco de Yojoa,343,goodsOrServices,Pavimentacion de Calle en el Barrio el Centro de San Francisco,2020-02-05T00:00:00-06:00,421600.0,HNL
ocds-lcuori-oLjYzr-CM-018-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-018-MSFYC-2020-1/3,oLjYzr-344,oLjYzr-CM-018-MSFYC-2020-1,oLjYzr-NrdZlG,Alcaldía Municipal de San Francisco de Yojoa,344,goodsOrServices,Pavimentacion de Calle en el Barrio Lempira de San Francisco,2020-02-05T00:00:00-06:00,492000.0,HNL
ocds-lcuori-oLjYzr-CM-019-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-019-MSFYC-2020-1/3,oLjYzr-349,oLjYzr-CM-019-MSFYC-2020-1,oLjYzr-NrdZlG,Alcaldía Municipal de San Francisco de Yojoa,349,goodsOrServices,CONTRUCCION DE LA SEGUNDA ETAPA DEL PARQUE CENTRAL DE LA ALDEA DE RIO LINDO.,2020-02-21T00:00:00-06:00,886850.4,HNL
ocds-lcuori-4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-MD-001-2020-1,ocds-lcuori-4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-MD-001-2020-1/4,4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-001-2020,4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-MD-001-2020-1,4LOV1r-4LOe9R,Unidad Ejecutora 01,DICTA PROGRAMA DE SEMILLAS-CM-001-2020,goodsOrServices,Compra de una mezcladora para el tratamiento de semillas,2020-03-02T00:00:00-06:00,20010.0,HNL
ocds-lcuori-4LOxWG-29-2020-2,ocds-lcuori-4LOxWG-29-2020-2/4,4LOxWG-1739-2020,4LOxWG-29-2020-2,4LOxWG-mrYzL9,Hospital San Felipe,1739-2020,goodsOrServices,"SOLICITADO POR EL ALMACEN DE MEDICINA, PARA SER UTILIZADO EN LAS DIFERENTES SALAS DE ESTE CENTRO ASISTENCIAL, DURANTE EL 1er. TRIMESTRE DEL 2020
",2020-02-13T00:00:00-06:00,442500.0,HNL
ocds-lcuori-4LOxWG-30-2020-2,ocds-lcuori-4LOxWG-30-2020-2/4,4LOxWG-1740-2020,4LOxWG-30-2020-2,4LOxWG-mrYzL9,Hospital San Felipe,1740-2020,goodsOrServices,"SOLICITADO POR EL ALMACEN DE MEDICINA, PARA SER UTILIZADO EN LAS DIFERENTES SALAS DE ESTE CENTRO ASISTENCIAL, DURANTE EL 1er. TRIMESTRE DEL 2020
",2020-02-13T00:00:00-06:00,603375.0,HNL
ocds-lcuori-4LOxWG-31-2020-2,ocds-lcuori-4LOxWG-31-2020-2/4,4LOxWG-1741-2020,4LOxWG-31-2020-2,4LOxWG-mrYzL9,Hospital San Felipe,1741-2020,goodsOrServices,"SOLICITADO POR EL ALMACEN DE MEDICINA, PARA SER UTILIZADO EN LAS DIFERENTES SALAS DE ESTE CENTRO ASISTENCIAL, DURANTE EL 1er. TRIMESTRE DEL 2020
",2020-02-13T00:00:00-06:00,606100.0,HNL
ocds-lcuori-vGZWNR-30011702-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011702-IHSS-SPS-1/3,vGZWNR-4300008767,vGZWNR-30011702-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008767,goodsOrServices,RECARGA VERDE Y AZUL,2020-03-12T00:00:00-06:00,212325.8,HNL
ocds-lcuori-4LOxWG-32-2020-2,ocds-lcuori-4LOxWG-32-2020-2/4,4LOxWG-1742-2020,4LOxWG-32-2020-2,4LOxWG-mrYzL9,Hospital San Felipe,1742-2020,goodsOrServices,"SOLICITADO POR EL ALMACEN DE MEDICINA, PARA SER UTILIZADO EN LAS DIFERENTES SALAS DE ESTE CENTRO ASISTENCIAL, DURANTE EL 1er. TRIMESTRE DEL 2020
",2020-02-13T00:00:00-06:00,603480.0,HNL
ocds-lcuori-4LOxWG-33-2020-2,ocds-lcuori-4LOxWG-33-2020-2/4,4LOxWG-1743-2020,4LOxWG-33-2020-2,4LOxWG-mrYzL9,Hospital San Felipe,1743-2020,goodsOrServices,"SOLICITADO POR EL ALMACEN DE MEDICINA, PARA SER UTILIZADO EN LAS DIFERENTES SALAS DE ESTE CENTRO ASISTENCIAL, DURANTE EL 1er. TRIMESTRE DEL 2020
",2020-02-13T00:00:00-06:00,268500.0,HNL
ocds-lcuori-2Lmz0G-CM-016-BNP-2020-1,ocds-lcuori-2Lmz0G-CM-016-BNP-2020-1/3,2Lmz0G-CA-20-000032,2Lmz0G-CM-016-BNP-2020-1,2Lmz0G-JL7nrj,Unidad Central,CA-20-000032,goodsOrServices,COMPRA DE EXHIBIDORES DE LACTEOS.,2020-02-20T00:00:00-06:00,267499.98,HNL
ocds-lcuori-4LOxWG-34-2020-2,ocds-lcuori-4LOxWG-34-2020-2/4,4LOxWG-1744-2020,4LOxWG-34-2020-2,4LOxWG-mrYzL9,Hospital San Felipe,1744-2020,goodsOrServices,"SOLICITADO POR EL ALMACEN DE MEDICINA, PARA SER UTILIZADO EN LAS DIFERENTES SALAS DE ESTE CENTRO ASISTENCIAL, DURANTE EL 1er. TRIMESTRE DEL 2020
",2020-02-13T00:00:00-06:00,3240750.0,HNL
ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-016-2020-1,ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-016-2020-1/3,MrM6zL-00565894,MrM6zL-CM-CONEANFO-UAF-016-2020-1,MrM6zL-PR8P5R,Comisión Nacional de Educación Alternativa No Formal,00565894,goodsOrServices,"Compra de medicamentos para botiquin de Oficina Central, CONEANFO",2020-02-27T00:00:00-06:00,952.77,HNL
ocds-lcuori-4LOV1r-DICTA FUENTE 11-CM-MD-016-2020-1,ocds-lcuori-4LOV1r-DICTA FUENTE 11-CM-MD-016-2020-1/2,4LOV1r-DICTA FUENTE 11-CM-011-2020,4LOV1r-DICTA FUENTE 11-CM-MD-016-2020-1,4LOV1r-4LOe9R,Unidad Ejecutora 01,DICTA FUENTE 11-CM-011-2020,goodsOrServices,Suministro de combustible para DICTA Central,2020-03-10T00:00:00-06:00,242738.0,HNL
ocds-lcuori-4LOV1r-DICTA FUENTE 11-CM-MD-017-2020-1,ocds-lcuori-4LOV1r-DICTA FUENTE 11-CM-MD-017-2020-1/3,4LOV1r-DICTA FUENTE 11-CM-015-2020,4LOV1r-DICTA FUENTE 11-CM-MD-017-2020-1,4LOV1r-4LOe9R,Unidad Ejecutora 01,DICTA FUENTE 11-CM-015-2020,goodsOrServices,Servicio de combustible para departamental DICTA Cortes,2020-03-13T00:00:00-06:00,70877.9,HNL
ocds-lcuori-4LOV1r-DICTA FUENTE 11-CM-MD-018-2020-1,ocds-lcuori-4LOV1r-DICTA FUENTE 11-CM-MD-018-2020-1/2,4LOV1r-DICTA FUENTE 11-CM-012-2020,4LOV1r-DICTA FUENTE 11-CM-MD-018-2020-1,4LOV1r-4LOe9R,Unidad Ejecutora 01,DICTA FUENTE 11-CM-012-2020,goodsOrServices,Suministro de combustible para departamental Dicta Santa Barbara,2020-03-10T00:00:00-06:00,75646.0,HNL
ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-016A-2020-1,ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-016A-2020-1/3,MrM6zL-00565895,MrM6zL-CM-CONEANFO-UAF-016A-2020-1,MrM6zL-PR8P5R,Comisión Nacional de Educación Alternativa No Formal,00565895,goodsOrServices,"Compra de medicamentos para botiquin de Oficina Central, CONEANFO",2020-02-27T00:00:00-06:00,2518.2,HNL
ocds-lcuori-MrM6zL-CM-CONEANFO-SE-001-2020-1,ocds-lcuori-MrM6zL-CM-CONEANFO-SE-001-2020-1/4,MrM6zL-00000458,MrM6zL-CM-CONEANFO-SE-001-2020-1,MrM6zL-PR8P5R,Comisión Nacional de Educación Alternativa No Formal,00000458,goodsOrServices,"Adquisición de 13 almuerzos ejecutivos, para miembros representantes del Consejo Directivo en reunión ordinaria de fecha 24 de enero del 2020.",2020-02-18T00:00:00-06:00,3202.75,HNL
ocds-lcuori-MrMMAr-CM-98 BOMBEROS OCOTEPEQUE 2020-1,ocds-lcuori-MrMMAr-CM-98 BOMBEROS OCOTEPEQUE 2020-1/6,MrMMAr-CM-98 BOMBEROS OCOTEPEQUE 2020,MrMMAr-CM-98 BOMBEROS OCOTEPEQUE 2020-1,MrMMAr-MLQ77R,Cuerpo de Bomberos Ocotepeque,CM-98 BOMBEROS OCOTEPEQUE 2020,goodsOrServices,"COMPRA DE COMBUSTIBLE: GASOLINA SÚPER 323.25 LITROS, Y DE DIÉSEL 2,701.49 LITROS DE ENERO A DICIEMBRE DEL 2020 SIENDO EL GASTO MENSUAL 225.12 LITROS MENSUALES DE DIÉSEL Y 26.94 LITROS MENSUALES DE GASOLINA SÚPER PARA ABASTECER A LOS VEHÍCULOS, MOTORES ESTACIONARIOS ASIGNADOS A LA ESTACIÓN LOCAL DEL CUERPO DE BOMBEROS EN OCOTEPEQUE 2020",2020-01-31T00:00:00-06:00,68400.0,HNL
ocds-lcuori-0rw34r-AMPC-CBM-CM-001-2020-1,ocds-lcuori-0rw34r-AMPC-CBM-CM-001-2020-1/6,0rw34r-AMPC-CBM-CM-001-2020,0rw34r-AMPC-CBM-CM-001-2020-1,0rw34r-wrVA9R,Cuerpo de Bomberos Municipal,AMPC-CBM-CM-001-2020,goodsOrServices,"Suministro de combustible al crédito pagadero mensualmente, monto anual de 390,000 Lempiras.",2020-03-03T00:00:00-06:00,390000.0,HNL
ocds-lcuori-0rw34r-AMPC-CBM-CM-002-2020-1,ocds-lcuori-0rw34r-AMPC-CBM-CM-002-2020-1/6,0rw34r-AMPC-CBM-CM-002-2020,0rw34r-AMPC-CBM-CM-002-2020-1,0rw34r-wrVA9R,Cuerpo de Bomberos Municipal,AMPC-CBM-CM-002-2020,goodsOrServices,"Servicio de recarga de cilindros de oxigeno medico de 220, 125 y 80 PC, Monto anual de Lps. 12,000.00, crédito pagadero mensualmente.",2020-03-03T00:00:00-06:00,12000.0,HNL
ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-014-2020-1,ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-014-2020-1/2,MrM6zL-00565896,MrM6zL-CM-CONEANFO-UAF-014-2020-1,MrM6zL-PR8P5R,Comisión Nacional de Educación Alternativa No Formal,00565896,goodsOrServices,Compra de material de limpieza para uso de Oficina Central.,2020-03-06T00:00:00-06:00,1712.35,HNL
ocds-lcuori-PLewkR-HBCBCH-506-2020-1,ocds-lcuori-PLewkR-HBCBCH-506-2020-1/3,PLewkR-HBCBCH-506-2020,PLewkR-HBCBCH-506-2020-1,PLewkR-MLQ77R,Estación Regional Choloma #011.,HBCBCH-506-2020,goodsOrServices,SERVICIO DE INTERNET MES DE ENERO 2020 DE LA ESTACION LOCAL DE CHOLOMA,2020-02-07T00:00:00-06:00,1861.94,HNL
ocds-lcuori-lRop5r-CM-HBCBH-01-2020-1,ocds-lcuori-lRop5r-CM-HBCBH-01-2020-1/4,lRop5r-CM-HBCBH-01-2020,lRop5r-CM-HBCBH-01-2020-1,lRop5r-MLQ77R,"Estación Local La Masica, Atlántida.",CM-HBCBH-01-2020,goodsOrServices,"Suministro de combustible al crédito 9,403.704 litros de DIESEL para abastecer las unidades y 665 litros de GASOLINA para abastecer shindaiwa, motosierra, bomba achicadora de agua y generador de energía de la estación local la masica durante el mes de enero a diciembre del año 2020",2020-02-01T00:00:00-06:00,220004.35,HNL
ocds-lcuori-PR8Q5r-29-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-29-CM-IHT-2020-1/4,PR8Q5r-OC 36-2020,PR8Q5r-29-CM-IHT-2020-1,PR8Q5r-MLQa7L,Servicios Administrativos y Financieros,OC 36-2020,goodsOrServices,"Boleto aéreo a favor de Maria José Moncada Valladares, con ruta TGU-ROATAN-TGU, saliendo el 31 de enero por la mañana y regresando el 31 de enero por la tarde.",2020-02-08T00:00:00-06:00,5670.0,HNL
ocds-lcuori-vGZWNR-50001182-TEG-1,ocds-lcuori-vGZWNR-50001182-TEG-1/3,vGZWNR-4500000871,vGZWNR-50001182-TEG-1,vGZWNR-orvxDG,Unidad Central,4500000871,goodsOrServices,BOMBA DE AGUA,2020-02-26T00:00:00-06:00,39624.99,HNL
ocds-lcuori-2Lmz0G-CM-017-BNP-2020-1,ocds-lcuori-2Lmz0G-CM-017-BNP-2020-1/3,2Lmz0G-CA-20-0000031,2Lmz0G-CM-017-BNP-2020-1,2Lmz0G-JL7nrj,Unidad Central,CA-20-0000031,goodsOrServices,COMPRA DE BATERIAS PARA CAMION.,2020-02-20T00:00:00-06:00,6920.01,HNL
ocds-lcuori-PLe6mG-HSR-LP-007-2020-2,ocds-lcuori-PLe6mG-HSR-LP-007-2020-2/4,PLe6mG-007-2020,PLe6mG-HSR-LP-007-2020-2,PLe6mG-mrYzL9,Hospital Santa Rosita (Francisco Morazan),007-2020,goodsOrServices,31110-ALIMENTOS Y BEBIDAS PARA PERSONAS,2020-03-11T00:00:00-06:00,335640.0,HNL
ocds-lcuori-grxXEr-L.P.006-2020-2,ocds-lcuori-grxXEr-L.P.006-2020-2/4,grxXEr-3441,grxXEr-L.P.006-2020-2,grxXEr-mrYzL9,Hospital San Francisco,3441,goodsOrServices,35620 DIESEL,2020-03-25T00:00:00-06:00,601162.5,HNL
ocds-lcuori-wrVggL-CM-003-CHOLU-2020-1,ocds-lcuori-wrVggL-CM-003-CHOLU-2020-1/4,wrVggL-CM-003-CHOLU-2020,wrVggL-CM-003-CHOLU-2020-1,wrVggL-MLQ77R,Cuerpo de Bomberos Choluteca,CM-003-CHOLU-2020,goodsOrServices,COMPRA DE MATERIAL DE OFICINA,2020-02-04T00:00:00-06:00,8914.33,HNL
ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-005-2020-1,ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-005-2020-1/3,MrM6zL-00000450,MrM6zL-CM-CONEANFO-UAF-005-2020-1,MrM6zL-PR8P5R,Comisión Nacional de Educación Alternativa No Formal,00000450,goodsOrServices,Reparación de vehículos. ,2020-01-31T00:00:00-06:00,5350.0,HNL
ocds-lcuori-4LOV1r-DICTA FUENTE 11-CM-MD-002-2020-1,ocds-lcuori-4LOV1r-DICTA FUENTE 11-CM-MD-002-2020-1/4,4LOV1r-DICTA-CM-005-2020,4LOV1r-DICTA FUENTE 11-CM-MD-002-2020-1,4LOV1r-4LOe9R,Unidad Ejecutora 01,DICTA-CM-005-2020,goodsOrServices,Suministro de combustible departamental El Paraíso,2020-03-02T00:00:00-06:00,175022.0,HNL
ocds-lcuori-7GX5MR-COT-001-2020-1,ocds-lcuori-7GX5MR-COT-001-2020-1/3,7GX5MR-SEN-002-2020,7GX5MR-COT-001-2020-1,7GX5MR-ERpYdr,Subgerencia Servicios Generales ,SEN-002-2020,goodsOrServices,COMPRA DE 2 PASJAES AEREOS IDA Y VUELTA A ROATAN - TGU AMBOS SALIENDO EL LUNES 3 DE FEBRERO EN EL PRIMER VUELO Y REGRESANDO EL SABADO 8 DE FEBRERO DEL 2020 EN EL PRIMER VUELO.,2020-02-11T00:00:00-06:00,19992.62,HNL
ocds-lcuori-7GX5MR-COT-002-2020-1,ocds-lcuori-7GX5MR-COT-002-2020-1/3,7GX5MR-SEN-001-2020,7GX5MR-COT-002-2020-1,7GX5MR-ERpYdr,Subgerencia Servicios Generales ,SEN-001-2020,goodsOrServices,"250 TALONARIOS CON LAS SIGUIENTES ESPECIFICACION: 50 HOJAS CON SU ORIGINAL Y UNA COPIA EN PAPEL QUIMICO QUE SEA DESPRENDIBLE EL CODO UN TAMAÑO DE 8""*11"" NUMERACION 1231-13730.",2020-02-11T00:00:00-06:00,18687.5,HNL
ocds-lcuori-oLjYzr-CM-028-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-028-MSFYC-2020-1/3,oLjYzr-351,oLjYzr-CM-028-MSFYC-2020-1,oLjYzr-NrdZlG,Alcaldía Municipal de San Francisco de Yojoa,351,goodsOrServices,SERVICIO DE PUBLICIDAD PARA EL PAGO DE IMPUESTOS INDUSTRIA Y COMERCIO Y IMPUESTO PERSONAL ,2020-02-26T00:00:00-06:00,15200.0,HNL
ocds-lcuori-MrM6zL-CM-CONEANFO-SE-003-2020-1,ocds-lcuori-MrM6zL-CM-CONEANFO-SE-003-2020-1/2,MrM6zL-00000477,MrM6zL-CM-CONEANFO-SE-003-2020-1,MrM6zL-PR8P5R,Comisión Nacional de Educación Alternativa No Formal,00000477,goodsOrServices,Compra de 18 almuerzos ejecutivos,2020-03-06T00:00:00-06:00,4381.5,HNL
ocds-lcuori-oLjYzr-CM-031-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-031-MSFYC-2020-1/3,oLjYzr-348,oLjYzr-CM-031-MSFYC-2020-1,oLjYzr-NrdZlG,Alcaldía Municipal de San Francisco de Yojoa,348,goodsOrServices,COMPRA DE LAMPARAS PARA ALUMBRADO PUBLICO DE LA COLONIA BELEN DE LA ALDEA DE BORBOTON.,2020-02-21T00:00:00-06:00,71217.09,HNL
ocds-lcuori-oLjYzr-CM-035-MSFY-2020-1,ocds-lcuori-oLjYzr-CM-035-MSFY-2020-1/3,oLjYzr-357,oLjYzr-CM-035-MSFY-2020-1,oLjYzr-NrdZlG,Alcaldía Municipal de San Francisco de Yojoa,357,goodsOrServices,COMPRA DE MATERIAL PARA MEJORAMIENTO DE VIVIENDA JOSÉ ULISES RÍOS BENITEZ DE COL. BELEN DE ALDEA BORBOTÓN,2020-02-28T00:00:00-06:00,3120.0,HNL
ocds-lcuori-oLjYzr-CM-036-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-036-MSFYC-2020-1/4,oLjYzr-368,oLjYzr-CM-036-MSFYC-2020-1,oLjYzr-NrdZlG,Alcaldía Municipal de San Francisco de Yojoa,368,goodsOrServices,PAVIMENTACION DE CALLE EN LA COLONIA VALENCIA DE RIO LINDO.,2020-03-16T00:00:00-06:00,1183200.0,HNL
ocds-lcuori-0rww4r-CM-HBCBHSC-007-2020-1,ocds-lcuori-0rww4r-CM-HBCBHSC-007-2020-1/4,0rww4r-CM-007-CBSC-2020,0rww4r-CM-HBCBHSC-007-2020-1,0rww4r-MLQ77R,"Estación Local Sabá, Colón.",CM-007-CBSC-2020,goodsOrServices,Compra de Teléfono Celular para uso en el departamento de operaciones para el reporte de actividades diarias exigidas por la comandancia general.,2020-02-04T00:00:00-06:00,5000.0,HNL
ocds-lcuori-oLjYzr-CM-037-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-037-MSFYC-2020-1/3,oLjYzr-353,oLjYzr-CM-037-MSFYC-2020-1,oLjYzr-NrdZlG,Alcaldía Municipal de San Francisco de Yojoa,353,goodsOrServices,Mejoramiento del Estadio de la aldea de Rio Lindo(Pintado de Graderias y cerco perimetral del area de Cancha).,2020-02-26T00:00:00-06:00,39839.99,HNL
ocds-lcuori-vGZWNR-10006549-IHSS-SPS-1,ocds-lcuori-vGZWNR-10006549-IHSS-SPS-1/3,vGZWNR-4100004566,vGZWNR-10006549-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4100004566,goodsOrServices,GRANISETRON,2020-03-12T00:00:00-06:00,17780.0,HNL
ocds-lcuori-4LOV1r-DICTA FUENTE 11-CM-MD-007-2020-1,ocds-lcuori-4LOV1r-DICTA FUENTE 11-CM-MD-007-2020-1/4,4LOV1r-DICTA FUENTE 11-CM-002-2020,4LOV1r-DICTA FUENTE 11-CM-MD-007-2020-1,4LOV1r-4LOe9R,Unidad Ejecutora 01,DICTA FUENTE 11-CM-002-2020,goodsOrServices,Suministro de combustible para la departamental de Choluteca,2020-03-02T00:00:00-06:00,74387.1,HNL
ocds-lcuori-gLkw4L-CM-659-CBD-2020-1,ocds-lcuori-gLkw4L-CM-659-CBD-2020-1/3,gLkw4L-CM-659-CBD-2020,gLkw4L-CM-659-CBD-2020-1,gLkw4L-MLQ77R,Cuerpo de Bomberos Danlí,CM-659-CBD-2020,goodsOrServices,por compra de alimentación (almuerzo ) pra personal de Bomberos que están participando en campaña contra eliminacion de zancudo en el barrio el zapotillo.,2020-02-01T00:00:00-06:00,1108.0,HNL
ocds-lcuori-JL7JBr-CM-05-HBCBHR-2020-1,ocds-lcuori-JL7JBr-CM-05-HBCBHR-2020-1/4,JL7JBr-CM-003-2020,JL7JBr-CM-05-HBCBHR-2020-1,JL7JBr-MLQ77R,Cuerpo de Bomberos Roatán,CM-003-2020,goodsOrServices,Compra de un juego de muebles para las oficinas administrativas del Cuerpo de Bomberos de Roatan.,2020-02-05T00:00:00-06:00,40138.0,HNL
ocds-lcuori-NLPjyR-002-2020-1,ocds-lcuori-NLPjyR-002-2020-1/4,NLPjyR-HBCB-TOC-CM-002-2020,NLPjyR-002-2020-1,NLPjyR-MLQ77R,"Comandancia Local Tocoa, Colón.",HBCB-TOC-CM-002-2020,goodsOrServices,"COMPRA DE 14 PARES DE GUANTES DE CUERO, QUE SERAN ASIGNADOS AL PERSONAL OPERATIVO.",2020-02-04T00:00:00-06:00,1680.0,HNL
ocds-lcuori-NLPjyR-004-2020-1,ocds-lcuori-NLPjyR-004-2020-1/4,NLPjyR-HBCB-TOC-CM-004-2020,NLPjyR-004-2020-1,NLPjyR-MLQ77R,"Comandancia Local Tocoa, Colón.",HBCB-TOC-CM-004-2020,goodsOrServices,COMPRA DE 12 CONOS REFLECTIVOS PARA EQUIPAR LAS UNIDADES CON EQUIPO DE SEÑALIZACION.,2020-02-04T00:00:00-06:00,5400.0,HNL
ocds-lcuori-NLPjyR-005-2020-1,ocds-lcuori-NLPjyR-005-2020-1/4,NLPjyR-HBCB-TOC-CM-005-2020,NLPjyR-005-2020-1,NLPjyR-MLQ77R,"Comandancia Local Tocoa, Colón.",HBCB-TOC-CM-005-2020,goodsOrServices,COMPRA DE 5 VIAJES DE MATERIAL DE RELLENO PARA ESTABILIZAR EL AREA DEL ALA DERECHA DE LA ESTACION.,2020-02-04T00:00:00-06:00,7500.0,HNL
ocds-lcuori-NLPjyR-006-2020-1,ocds-lcuori-NLPjyR-006-2020-1/4,NLPjyR-HBCB-TOC-CM-006-2020,NLPjyR-006-2020-1,NLPjyR-MLQ77R,"Comandancia Local Tocoa, Colón.",HBCB-TOC-CM-006-2020,goodsOrServices,COMPRA DE 360 PIES DE CABLE DE BAJADA No. 2 PARA REALIZAR CAMBIO EN A COMETIDA PRICIPAL DE LA ESTACION ,2020-02-04T00:00:00-06:00,5940.0,HNL
ocds-lcuori-vGZWNR-30011710-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011710-IHSS-SPS-1/3,vGZWNR-4300008725,vGZWNR-30011710-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008725,goodsOrServices,ALGODON,2020-03-12T00:00:00-06:00,22620.0,HNL
ocds-lcuori-vGZWNR-10006551-IHSS-SPS-1,ocds-lcuori-vGZWNR-10006551-IHSS-SPS-1/3,vGZWNR-4100004576,vGZWNR-10006551-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4100004576,goodsOrServices,OXCARBACEPINA,2020-03-12T00:00:00-06:00,65000.0,HNL
ocds-lcuori-vGZWNR-30011608-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011608-IHSS-SPS-1/3,vGZWNR-4300008704,vGZWNR-30011608-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008704,goodsOrServices,VENDAS DE GASA,2020-03-11T00:00:00-06:00,3780.0,HNL
ocds-lcuori-vGZWNR-30011610-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011610-IHSS-SPS-1/3,vGZWNR-4300008688,vGZWNR-30011610-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008688,goodsOrServices,aguaja coaxial espinal y de biopsia,2020-03-11T00:00:00-06:00,6880.0,HNL
ocds-lcuori-vGZWNR-30011617-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011617-IHSS-SPS-1/3,vGZWNR-4300008720,vGZWNR-30011617-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008720,goodsOrServices,aguja stimuflex ,2020-03-11T00:00:00-06:00,27500.0,HNL
ocds-lcuori-vGZWNR-30011619-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011619-IHSS-SPS-1/3,vGZWNR-4300008723,vGZWNR-30011619-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008723,goodsOrServices,bolsa de reanimación electro descartable,2020-03-11T00:00:00-06:00,16460.0,HNL
ocds-lcuori-vGZWNR-30011622-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011622-IHSS-SPS-1/3,vGZWNR-4300008709,vGZWNR-30011622-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008709,goodsOrServices,"humificador de oxigeno
",2020-03-11T00:00:00-06:00,16470.0,HNL
ocds-lcuori-vGZWNR-30011628-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011628-IHSS-SPS-1/3,vGZWNR-4300008708,vGZWNR-30011628-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008708,goodsOrServices,"aguja stimuplex
sonda de aspiración
 ",2020-03-11T00:00:00-06:00,29200.0,HNL
ocds-lcuori-gLnw4G-HB-016-2020-1,ocds-lcuori-gLnw4G-HB-016-2020-1/4,gLnw4G-HB-016-2020,gLnw4G-HB-016-2020-1,gLnw4G-MLQ77R,Cuerpo de Bomberos La Paz,HB-016-2020,goodsOrServices,VALOR A PAGAR POR MATERIAL DE FERRETERIA PARA LA REPARACION DEL SISTEMA ELECTRICO FONTANERIA Y TECHO,2020-03-04T00:00:00-06:00,43702.0,HNL
ocds-lcuori-gLnw4G-HB-017-2020-1,ocds-lcuori-gLnw4G-HB-017-2020-1/4,gLnw4G-HB-017-2020,gLnw4G-HB-017-2020-1,gLnw4G-MLQ77R,Cuerpo de Bomberos La Paz,HB-017-2020,goodsOrServices,VALOR A PAGAR POR LA COMPRA DE MATERIAL DE ENCIELADO YESO PARA LA ESTACION DE BOMBEROS DE LA CIUDAD DE LA PAZ,2020-03-04T00:00:00-06:00,9018.09,HNL
ocds-lcuori-gLnw4G-HB-018-2020-1,ocds-lcuori-gLnw4G-HB-018-2020-1/4,gLnw4G-HB-018-2020,gLnw4G-HB-018-2020-1,gLnw4G-MLQ77R,Cuerpo de Bomberos La Paz,HB-018-2020,goodsOrServices,Contrato anual de combustible para el suministro de las unidades de emergencias correspondiente al año 2020,2020-03-04T00:00:00-06:00,120000.0,HNL
ocds-lcuori-vGZWNR-30011635-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011635-IHSS-SPS-1/3,vGZWNR-4300008710,vGZWNR-30011635-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008710,goodsOrServices,"blanqueador desinfectante
cloro liquido",2020-03-11T00:00:00-06:00,18666.89,HNL
ocds-lcuori-vGZWNR-30011637-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011637-IHSS-SPS-1/3,vGZWNR-4300008717,vGZWNR-30011637-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008717,goodsOrServices,"SUAVISANTE Y ACONDICIONADOR 
DETERGENTE LIQUIDO PARA LAVADO EN FRIO
",2020-03-11T00:00:00-06:00,12350.0,HNL
