ocid,id,contracts/0/id,contracts/0/dateSigned,contracts/0/description,contracts/0/buyer/id,contracts/0/buyer/name,contracts/0/localProcurementCategory,contracts/0/awardID,contracts/0/title,contracts/0/value/currency,contracts/0/value/amount
ocds-lcuori-2LAdQr-LP-FV-RVNP-29-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVNP-29-2015-2/3,2LAdQr-FV - 208 - 2015,2015-12-08T00:00:00-06:00,CONSTRUCCIÓN DE OBRAS PARA EL MANTENIMIENTO PERIODICO Y RUTINARIO,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LP-FV-RVNP-29-2015-2,FV - 208 - 2015,HNL,1902034.41
ocds-lcuori-2LAdQr-COT-FV-RVNP-26-2015-2,ocds-lcuori-2LAdQr-COT-FV-RVNP-26-2015-2/3,2LAdQr-F V - 1 9 8 - 2 0 1 5,2015-12-02T00:00:00-06:00,CONSULTORIA PARA LA SUPERVISION DEL PROYECTO,2LAdQr-JLKQxR,Fondo Vial,consultingServices,2LAdQr-COT-FV-RVNP-26-2015-2,F V - 1 9 8 - 2 0 1 5,HNL,235000.8
ocds-lcuori-2LAdQr-LP-FV-RVNP-28-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVNP-28-2015-2/3,2LAdQr-FV - 211 - 2015,2015-12-10T00:00:00-06:00,CONSTRUCCIÓN DE OBRAS PARA EL MANTENIMIENTO PERIODICO Y RUTINARIO,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LP-FV-RVNP-28-2015-2,FV - 211 - 2015,HNL,1951054.17
ocds-lcuori-2LAdQr-COT-FV-RVNP-25-2015-2,ocds-lcuori-2LAdQr-COT-FV-RVNP-25-2015-2/3,2LAdQr-FV - 221 -2015,2015-12-15T00:00:00-06:00,ONSULTORIA PARA LA SUPERVISION DEL PROYECTO,2LAdQr-JLKQxR,Fondo Vial,consultingServices,2LAdQr-COT-FV-RVNP-25-2015-2,FV - 221 -2015,HNL,234132.28
ocds-lcuori-DL9kwR-TSC-001-2015-DAG-2,ocds-lcuori-DL9kwR-TSC-001-2015-DAG-2/3,DL9kwR-C-001-TSC-2016,2016-01-04T00:00:00-06:00,"Contratación de Seguros de Vida Colectivo, Vehiculos, Equipo Electronico, Incendios y Lineas Aliadas.",DL9kwR-yRlaDr,Unidad Central,goodsOrServices,DL9kwR-TSC-001-2015-DAG-2,C-001-TSC-2016,HNL,1280584.56
ocds-lcuori-DL9kwR-TSC-001-2015-DAG-2,ocds-lcuori-DL9kwR-TSC-001-2015-DAG-2/3,DL9kwR-C-002-TSC-2016,2016-01-04T00:00:00-06:00,"Contratación de Seguros de Vida Colectivo, Vehiculos, Equipo Electronico, Incendios y Lineas Aliadas.",DL9kwR-yRlaDr,Unidad Central,goodsOrServices,DL9kwR-TSC-001-2015-DAG-2,C-002-TSC-2016,HNL,228728.24
ocds-lcuori-DL9kwR-TSC-001-2015-DAG-2,ocds-lcuori-DL9kwR-TSC-001-2015-DAG-2/3,DL9kwR-C-003-TSC-2016,2016-01-04T00:00:00-06:00,"Contratación de Seguros de Vida Colectivo, Vehiculos, Equipo Electronico, Incendios y Lineas Aliadas.",DL9kwR-yRlaDr,Unidad Central,goodsOrServices,DL9kwR-TSC-001-2015-DAG-2,C-003-TSC-2016,HNL,117595.8
ocds-lcuori-DL9kwR-TSC-001-2015-DAG-2,ocds-lcuori-DL9kwR-TSC-001-2015-DAG-2/3,DL9kwR-C-004-TSC-2016,2016-01-04T00:00:00-06:00,"Contratación de Seguros de Vida Colectivo, Vehiculos, Equipo Electronico, Incendios y Lineas Aliadas.",DL9kwR-yRlaDr,Unidad Central,goodsOrServices,DL9kwR-TSC-001-2015-DAG-2,C-004-TSC-2016,HNL,198178.63
ocds-lcuori-DL9kwR-TSC-002-2015-DAG-2,ocds-lcuori-DL9kwR-TSC-002-2015-DAG-2/3,DL9kwR-C-005-TSC-2016,2016-01-04T00:00:00-06:00,Contratación del Servicio de Internet para el Tribunal Superior de Cuentas.,DL9kwR-yRlaDr,Unidad Central,goodsOrServices,DL9kwR-TSC-002-2015-DAG-2,C-005-TSC-2016,HNL,214606.56
ocds-lcuori-mGEMGM-SEFIN LPN-004-2015-2,ocds-lcuori-mGEMGM-SEFIN LPN-004-2015-2/3,mGEMGM-No. 010-018,2018-07-04T00:00:00-06:00,PARA EL SUMINISTRO DE ENLACES PARA INTERCONEXIÓN DE UNIDADES EJECUTORAS A NIVEL NACIONAL PARA EL AÑO 2015,mGEMGM-NLPKrv,Unidad Central,goodsOrServices,mGEMGM-SEFIN LPN-004-2015-2,No. 010-018,HNL,2334808.9
ocds-lcuori-1Ra6lr-010-2015-1,ocds-lcuori-1Ra6lr-010-2015-1/3,1Ra6lr-010-2015,2016-06-16T00:00:00-06:00,servicio de alimentación y hospedaje,1Ra6lr-4LOZ9r,Centro Nacional de Educación para el  Trabajo,goodsOrServices,1Ra6lr-010-2015-1,010-2015,HNL,127305.04
ocds-lcuori-0rwYG8-SOLPED-20001517-1,ocds-lcuori-0rwYG8-SOLPED-20001517-1/3,0rwYG8-PEDIDO-4200001363,2016-12-29T00:00:00-06:00,"SOLICITANTE: GERENCIA DE NEGOCIOS MEMORANDUM-GNRG-213/2015

SE SOLICITA LA CONTRATACION DE UN SALTARIN Y ANIMACION (1 SALTARIN , 1 PAYASITA)POR 3 HORAS PARA LOS EVENTOS QUE SE DESARROLLARAN LOS DIAS 15, 22,29 DE NOVIEMBRE Y 06, 13 Y 20 DE DICIEMBRE DEL 2015 ) EN APOYO A LAS RECREOVIAS POR LA PREVENCION PARA UNA VIDA MEJOR, IMPULSADO POR CASA DE GOBIERNO.
CONTACTO: FABIO LEONARDO ENAMORADO, TEL 7217 1070",0rwYG8-PLemLJ,Unidad Central,goodsOrServices,0rwYG8-SOLPED-20001517-1,PEDIDO-4200001363,HNL,17118.0
ocds-lcuori-2LAdQr-LP-FV-RVNP-30-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVNP-30-2015-2/3,2LAdQr-F V - 210-2015,2015-12-10T00:00:00-06:00,CONSTRUCCIÓN DE OBRAS PARA EL MANTENIMIENTO PERIODICO Y RUTINARIO,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LP-FV-RVNP-30-2015-2,F V - 210-2015,HNL,1950248.32
ocds-lcuori-kR2xaL-LNP-ONCAE-CM-LCA-007-2015-2,ocds-lcuori-kR2xaL-LNP-ONCAE-CM-LCA-007-2015-2/3,kR2xaL-LNP-ONCAE-CM-LCA-007-001-2015 ,2015-11-24T00:00:00-06:00,CONVENIO MARCO DE LLANTAS Y CÁMARAS DE AIRE,kR2xaL-gLn5gr,Oficina Normativa de Contratacion y Adquisiciones del Estado,goodsOrServices,kR2xaL-LNP-ONCAE-CM-LCA-007-2015-2,LNP-ONCAE-CM-LCA-007-001-2015 ,HNL,1.0
ocds-lcuori-orvDGM-LPN-SANAA-PEG-046-2015-2,ocds-lcuori-orvDGM-LPN-SANAA-PEG-046-2015-2/3,orvDGM-DLC-01-13-2016,2016-09-30T00:00:00-06:00,"“Construcción de Obras Complementarias a la Construcción de Pozos en la Ciudad de La Paz, departamento de La Paz”",orvDGM-jRDVLk,SANAA - Unidad Central,goodsOrServices,orvDGM-LPN-SANAA-PEG-046-2015-2,DLC-01-13-2016,USD,556624.45
ocds-lcuori-WRz5vG-L. P. N. N° 10-2015-2,ocds-lcuori-WRz5vG-L. P. N. N° 10-2015-2/3,WRz5vG-1035524,2016-01-01T00:00:00-06:00,Adquisición de Póliza de Seguro de Vehículos,WRz5vG-gRNyG6,Unidad de Licitaciones,goodsOrServices,WRz5vG-L. P. N. N° 10-2015-2,1035524,HNL,3818839.85
ocds-lcuori-lRoEgL-CONEANFO-PNET-CODE-328-2015-1,ocds-lcuori-lRoEgL-CONEANFO-PNET-CODE-328-2015-1/4,lRoEgL-28,2016-08-22T00:00:00-06:00,"Compra de materiales par mantenimiento y reparación de instalaciones del taller de gastronomía y oficina administrativa de la ET CODEMUSSBA, ubicado en Santa Bárbara.",lRoEgL-PR8P5R,Escuela Taller Codemussba,goodsOrServices,lRoEgL-CONEANFO-PNET-CODE-328-2015-1,28,HNL,4970.0
ocds-lcuori-7rBxpG-LPública No.14-2015-2,ocds-lcuori-7rBxpG-LPública No.14-2015-2/3,7rBxpG-014-2016,2016-02-09T00:00:00-06:00,"Contratación del suministro de sillas de oficina para las instalaciones del nuevo edificio del Banco Central de Honduras, ubicado a inmediaciones del Centro Cívico Gubernamental, en el sitio denominado ""El Zarzal"", en la ciudad de Tegucigalpa, MDC.",7rBxpG-vGZwRM,Unidad Central,goodsOrServices,7rBxpG-LPública No.14-2015-2,014-2016,HNL,20294147.75
ocds-lcuori-KLgDwG-CM-IHT-300-2015-1,ocds-lcuori-KLgDwG-CM-IHT-300-2015-1/3,KLgDwG-CM-IHT-300-2015,2016-04-14T00:00:00-06:00,Publicación de Acuerdos (Cancelación y Nombramientos),KLgDwG-2LmVGK,Instituto Hondureño de Turismo,goodsOrServices,KLgDwG-CM-IHT-300-2015-1,CM-IHT-300-2015,HNL,2990.0
ocds-lcuori-PR8ooG-CM-085-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-085-CONAPID-2015-1/3,PR8ooG-162-CONAPID-2015,2015-10-22T00:00:00-06:00,BATERIA PARA CARRO,PR8ooG-NrdqVL,Unidad Central,goodsOrServices,PR8ooG-CM-085-CONAPID-2015-1,162-CONAPID-2015,HNL,1999.95
ocds-lcuori-PR8ooG-CM-136-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-136-CONAPID-2015-1/4,PR8ooG-185-CONAPID-2015,2016-06-08T00:00:00-06:00,SERVICIOS ADUANEROS POR DONACION DE PLANCHA PARA PISO DEL GIMNASIO #2,PR8ooG-NrdqVL,Unidad Central,goodsOrServices,PR8ooG-CM-136-CONAPID-2015-1,185-CONAPID-2015,HNL,100821.89
ocds-lcuori-KLgDwG-CM-IHT-186-2015-1,ocds-lcuori-KLgDwG-CM-IHT-186-2015-1/3,KLgDwG-CM-IHT-186-2015,2016-04-12T00:00:00-06:00,Impresión de Cheques en forma Continua para uso del Instituto Hondureño de Turismo,KLgDwG-2LmVGK,Instituto Hondureño de Turismo,goodsOrServices,KLgDwG-CM-IHT-186-2015-1,CM-IHT-186-2015,HNL,7360.0
ocds-lcuori-KLgDwG-CM-IHT-307-2015-1,ocds-lcuori-KLgDwG-CM-IHT-307-2015-1/3,KLgDwG-CM-IHT-307-2015,2016-04-13T00:00:00-06:00,Compra de Boleto Aéreo MIAMI-CANCUN-MIAMI,KLgDwG-2LmVGK,Instituto Hondureño de Turismo,goodsOrServices,KLgDwG-CM-IHT-307-2015-1,CM-IHT-307-2015,HNL,12700.0
ocds-lcuori-KLgDwG-CM-IHT-297-2015-1,ocds-lcuori-KLgDwG-CM-IHT-297-2015-1/3,KLgDwG-CM-IHT-297-2015,2016-04-13T00:00:00-06:00,"Boleto Aéreo TGU-CANCUN-TGU,Sintya Bennett",KLgDwG-2LmVGK,Instituto Hondureño de Turismo,goodsOrServices,KLgDwG-CM-IHT-297-2015-1,CM-IHT-297-2015,HNL,17500.0
ocds-lcuori-orvDGM-LPN-SANAAA-PEG-042-2015 -2,ocds-lcuori-orvDGM-LPN-SANAAA-PEG-042-2015 -2/3,orvDGM-SANAA-DLC-01-9-2016,2016-07-14T00:00:00-06:00,"Construcción de las Mejoras en la Toma del Rio Comali, San Marcos de Colon Choluteca.",orvDGM-jRDVLk,SANAA - Unidad Central,works,orvDGM-LPN-SANAAA-PEG-042-2015 -2,SANAA-DLC-01-9-2016,USD,246166.11
ocds-lcuori-7rBxpG-LPública No.19-2015-2,ocds-lcuori-7rBxpG-LPública No.19-2015-2/3,7rBxpG-010-2016,2016-02-01T00:00:00-06:00,Contratación del suministro de veintiún (21) fotocopiadoras multifuncionales a color para las diferentes dependencias del Banco Central de Honduras.,7rBxpG-vGZwRM,Unidad Central,goodsOrServices,7rBxpG-LPública No.19-2015-2,010-2016,HNL,1429559.25
ocds-lcuori-7rBxpG-LPública No.19-2015-2,ocds-lcuori-7rBxpG-LPública No.19-2015-2/3,7rBxpG-043-2016,2016-05-26T00:00:00-06:00,Contratación del suministro de veintiún (21) fotocopiadoras multifuncionales a color para las diferentes dependencias del Banco Central de Honduras.,7rBxpG-vGZwRM,Unidad Central,goodsOrServices,7rBxpG-LPública No.19-2015-2,043-2016,HNL,1429559.25
ocds-lcuori-mGEMGM-SEFIN LPN-019-2015-2,ocds-lcuori-mGEMGM-SEFIN LPN-019-2015-2/3,mGEMGM-CONTRATO No 009-2016,2016-07-13T00:00:00-06:00,Suministro de Enlaces para Interconexión de Unidades Ejecutoras a Nivel Nacional para el año 2016,mGEMGM-NLPKrv,Unidad Central,goodsOrServices,mGEMGM-SEFIN LPN-019-2015-2,CONTRATO No 009-2016,HNL,2122505.55
ocds-lcuori-mGEMGM-SEFIN LPN-019-2015-2,ocds-lcuori-mGEMGM-SEFIN LPN-019-2015-2/3,mGEMGM-CONTRATO No 010-2016,2016-07-12T00:00:00-06:00,Suministro de Enlaces para Interconexión de Unidades Ejecutoras a Nivel Nacional para el año 2016,mGEMGM-NLPKrv,Unidad Central,goodsOrServices,mGEMGM-SEFIN LPN-019-2015-2,CONTRATO No 010-2016,HNL,1053165.7
ocds-lcuori-mGEMGM-SEFIN LPN-023-2015-2,ocds-lcuori-mGEMGM-SEFIN LPN-023-2015-2/3,mGEMGM-CONTRATO No 012-2016,2016-03-01T00:00:00-06:00,PARA LA CONTRATACIÓN DE SERVICIOS DE COLOCACIÓN DE SERVIDORES EN DATA CENTER EXTERNO PARA EL AÑO 2016,mGEMGM-NLPKrv,Unidad Central,goodsOrServices,mGEMGM-SEFIN LPN-023-2015-2,CONTRATO No 012-2016,HNL,3028421.5
